Id,Predicted
10005_2023-12-20,0.03047260417704274
10015_2023-02-10,0.9919064233350602
10025_2023-03-20,0.04581855406233025
10027_2023-08-23,0.16301651883731474
10030_2023-11-20,0.31920917478280136
10032_2023-12-18,0.5873680271761079
10037_2023-06-17,0.44483445146121675
1003_2023-12-15,0.06911275389078352
10042_2023-11-22,0.0036174539144320952
10043_2023-11-06,0.03563133264298858
1004_2023-12-05,0.4620665018090162
10052_2023-04-12,0.0004092611148480998
10057_2023-07-04,0.3262578016343762
10059_2023-06-10,0.046815563167075774
10061_2023-12-14,0.4043005817932521
10062_2023-12-13,0.8873252330749889
1006_2023-07-24,0.9964916585867503
10070_2023-12-08,0.5546806149260417
10072_2023-11-04,0.012466967903554272
10073_2023-12-22,0.0023082816022744904
10075_2023-07-13,0.008209080038961467
10080_2023-11-29,0.09154370070342593
10084_2023-08-22,0.3876515159780895
10085_2023-12-07,0.016050092214320796
1008_2023-12-20,0.018146252475515354
1009_2023-12-08,0.26419378722087067
10102_2023-12-20,0.023296958940327663
10103_2023-11-09,0.012411041447019886
10106_2023-12-28,0.030537780734447774
10110_2023-11-20,0.9607493130104879
10122_2023-07-18,0.421447948630413
10124_2023-12-04,0.9317990198947863
10126_2023-02-06,0.2683311309260099
10134_2023-01-17,0.7813194352365737
10145_2023-04-10,0.05392705388844489
10146_2023-09-25,0.010490971776922955
10149_2023-11-03,0.4919725988008257
10155_2023-12-13,0.47642069839152607
10157_2023-02-22,0.023081086018391053
10159_2023-12-08,0.1394247577589384
1015_2023-02-01,0.004657864214162491
10162_2023-09-04,0.035910511521394614
10163_2023-02-27,0.035769582038195274
10168_2023-02-02,0.07576238275965534
10169_2023-11-01,0.13404933808556443
10173_2023-09-06,0.01325816143894198
10176_2023-03-29,0.9351232507090397
10179_2023-12-14,0.30464685471727193
1017_2023-12-11,0.05855475573197807
10184_2023-11-17,0.07976336066310877
10185_2023-04-07,0.01823892656818188
10186_2023-04-18,0.2691545624083246
10191_2023-12-14,0.1355562010315076
10192_2023-12-14,0.01713361886447797
10193_2023-11-09,0.0392883658251492
10196_2023-11-03,0.13461111644718132
10199_2023-11-10,0.7495491460180055
10201_2023-11-03,0.0240391194704881
10205_2023-12-20,0.03571698631347147
10207_2023-12-20,0.8005373989005371
10210_2023-12-08,0.9847832169947223
10211_2023-11-28,0.017635481750300528
10213_2023-12-20,0.5284913719146673
10219_2023-11-09,0.8436617645396886
10231_2023-11-21,0.9414611812929677
10232_2023-04-27,0.027173288808668202
10235_2023-11-14,0.004552436129164321
10237_2023-11-21,0.14534780263089667
1023_2023-03-13,0.997308156926553
10241_2023-09-06,0.0071253008623048085
10242_2023-12-15,0.16688962476294092
10246_2023-12-23,0.05597461613991444
10250_2023-12-08,0.6836608560625242
10251_2023-08-07,0.43165347690742495
10253_2023-08-07,0.17293480422288762
10255_2023-12-08,0.9611402292680411
1025_2023-12-18,0.7932423051853703
10264_2023-12-05,0.00040040102573961274
10266_2023-11-15,0.005146402871842402
10270_2023-08-23,0.24284563270448942
10273_2023-12-19,0.030054792486091005
10276_2023-11-29,0.004499522307661944
10279_2023-11-15,0.07418404561927014
1027_2023-11-15,0.0014616047602632166
10283_2023-09-12,0.07440193167857989
10286_2023-11-20,0.5849154603186958
10289_2023-08-29,0.005234152451476361
1028_2023-11-16,0.00013657959807445488
10290_2023-12-07,0.03365575024657556
10291_2023-11-03,0.08498347739720398
102_2023-11-14,0.0034465124037441255
10301_2023-12-08,0.5518130426151859
10309_2023-12-14,0.04612743511365351
10313_2023-12-11,0.2451411530205997
10317_2023-07-03,0.0006314290675627
10321_2023-12-08,0.2705880234241044
10326_2023-11-06,0.018757824651151018
10334_2023-12-05,0.018650046702686978
10346_2023-10-14,0.5636529848374525
10350_2023-12-21,0.04252599063970585
10358_2023-11-05,0.01705420578202349
10365_2023-12-07,0.03800187257994447
10366_2023-12-01,0.9985032889299877
10368_2023-12-26,0.00728100383791154
1036_2023-12-14,0.9392447668446589
10371_2023-07-27,0.15179121274615756
10372_2023-02-02,0.771951407468222
10382_2023-11-15,0.0337238316518816
1038_2023-11-10,0.22053780739510398
10390_2023-11-09,0.04910945893189113
10393_2023-07-13,0.0036695101542691825
10395_2023-12-21,0.3366274571200667
10396_2023-12-16,0.010494458491130211
10406_2023-11-20,0.10457197603608745
10408_2023-08-03,0.9432530225152718
10410_2023-11-27,0.002483990045608824
10412_2023-04-26,0.1189138154932631
10419_2023-11-26,0.3540691495103028
10424_2023-12-07,0.1807757216366164
10426_2023-08-09,0.00033690931320173005
10430_2023-04-11,0.04786929891409085
10431_2023-11-11,0.8100043665134011
10432_2023-12-21,0.012256432881307138
10433_2023-12-15,0.031108219191958532
10438_2023-12-26,0.9996758317558998
1043_2023-10-10,0.02423318893830267
10448_2023-10-20,0.09097928087020848
10449_2023-11-27,0.003417089082425179
10453_2023-12-18,0.08744281000183397
10456_2023-11-22,0.0014810508210871568
10459_2023-11-17,0.19300720801115223
10460_2023-08-23,0.023133546836696363
10465_2023-10-17,0.9959014705334269
10466_2023-04-14,0.848746321337692
10475_2023-10-06,0.20708242922260509
10477_2023-12-15,0.9991706472450814
10479_2023-11-16,0.9738980866018673
10480_2023-12-27,0.14890398491848697
10481_2023-12-27,0.0057569850008531796
10486_2023-01-12,0.9797018399641749
10498_2023-11-29,0.13943730587112324
1049_2023-08-03,0.9387954616959527
10501_2023-12-18,0.9951330908900272
10503_2023-07-08,0.045166507207301
10504_2023-12-12,0.9830281171452346
10505_2023-07-21,0.8923261092683475
10510_2023-11-14,0.30133174547013863
10513_2023-10-09,0.09555264706288391
10516_2023-11-01,0.18597506966111158
10517_2023-11-30,0.9363253556798647
10531_2023-11-03,0.9939558634083714
10532_2023-12-22,0.8973557307884417
10533_2023-12-20,0.09751044486763628
10537_2023-05-23,0.9987028127091894
10538_2023-08-03,0.03167159117150361
10550_2023-11-09,0.9234667362267237
10559_2023-12-15,0.16238819226501744
1055_2023-12-12,0.987064411641235
