Id,Predicted
10005_2023-12-20,0.010774363784729147
10015_2023-02-10,0.9798830273991194
10025_2023-03-20,0.059791425504635974
10027_2023-08-23,0.22063840786308958
10030_2023-11-20,0.2682258133294699
10032_2023-12-18,0.5426803581935216
10037_2023-06-17,0.3211343062529511
1003_2023-12-15,0.10812063693413594
10042_2023-11-22,0.001995322129244449
10043_2023-11-06,0.030678958398159387
1004_2023-12-05,0.2409997489866659
10052_2023-04-12,0.0015553182179579388
10057_2023-07-04,0.09552517812744792
10059_2023-06-10,0.022722541944046756
10061_2023-12-14,0.31111603212547384
10062_2023-12-13,0.7879465926446892
1006_2023-07-24,0.9860381154502041
10070_2023-12-08,0.7100742965127084
10072_2023-11-04,0.00196693309133317
10073_2023-12-22,0.004320678231250831
10075_2023-07-13,0.07093461076524761
10080_2023-11-29,0.13622019545248562
10084_2023-08-22,0.2110451402248489
10085_2023-12-07,0.024239461897372316
1008_2023-12-20,0.024872296582557737
1009_2023-12-08,0.6227388287415813
10102_2023-12-20,0.06372479409951727
10103_2023-11-09,0.00872386798306306
10106_2023-12-28,0.016104519028858042
10110_2023-11-20,0.9859626699937042
10122_2023-07-18,0.21067742094119063
10124_2023-12-04,0.8787487168059864
10126_2023-02-06,0.20672923330746618
10134_2023-01-17,0.7116620784304886
10145_2023-04-10,0.4028664096587965
10146_2023-09-25,0.00397325061365082
10149_2023-11-03,0.6430895164175603
10155_2023-12-13,0.39876290109748663
10157_2023-02-22,0.17994094725202897
10159_2023-12-08,0.0780321533881301
1015_2023-02-01,0.008294593185161576
10162_2023-09-04,0.05109453809062982
10163_2023-02-27,0.03463704052900052
10168_2023-02-02,0.07659382914338697
10169_2023-11-01,0.33856231906086004
10173_2023-09-06,0.015518583185298706
10176_2023-03-29,0.9659012610218574
10179_2023-12-14,0.026496300792629712
1017_2023-12-11,0.5430504132593029
10184_2023-11-17,0.2975419888550719
10185_2023-04-07,0.14325884025056318
10186_2023-04-18,0.12173628630048332
10191_2023-12-14,0.038705612168160076
10192_2023-12-14,0.016945199199868807
10193_2023-11-09,0.05156459388373086
10196_2023-11-03,0.367993753910083
10199_2023-11-10,0.7329091395167381
10201_2023-11-03,0.009516481122486615
10205_2023-12-20,0.008094173390146992
10207_2023-12-20,0.7855231872520783
10210_2023-12-08,0.9924953149915281
10211_2023-11-28,0.023183885158266155
10213_2023-12-20,0.36131535508876184
10219_2023-11-09,0.9454820962305481
10231_2023-11-21,0.8734570339976363
10232_2023-04-27,0.058529260511624034
10235_2023-11-14,0.0019064488476220505
10237_2023-11-21,0.3070523116842653
1023_2023-03-13,0.9962274338716004
10241_2023-09-06,0.0046518162050522924
10242_2023-12-15,0.23741369628523903
10246_2023-12-23,0.030797147813761604
10250_2023-12-08,0.6136158389306084
10251_2023-08-07,0.46988601333259616
10253_2023-08-07,0.1629946190904866
10255_2023-12-08,0.6684534399257704
1025_2023-12-18,0.8042435316501304
10264_2023-12-05,0.0007396577661702254
10266_2023-11-15,0.004632944186408561
10270_2023-08-23,0.07125741837629647
10273_2023-12-19,0.08832382909771802
10276_2023-11-29,0.009750170884869538
