Id,Predicted
10005_2023-12-20,0.041210130623972344
10015_2023-02-10,0.8699350810419996
10025_2023-03-20,0.05047609241612217
10027_2023-08-23,0.22317830744772693
10030_2023-11-20,0.32735836958820747
10032_2023-12-18,0.4427995748977666
10037_2023-06-17,0.6333713578749176
1003_2023-12-15,0.15792810855140318
10042_2023-11-22,0.07394637748566607
10043_2023-11-06,0.09080882401107629
1004_2023-12-05,0.1528531734925709
10052_2023-04-12,0.03940682224487696
10057_2023-07-04,0.2803568267949309
10059_2023-06-10,0.3280691653566354
10061_2023-12-14,0.36347729758763586
10062_2023-12-13,0.7810887976929116
1006_2023-07-24,0.9866726176448601
10070_2023-12-08,0.408891950972313
10072_2023-11-04,0.02151382840207736
10073_2023-12-22,0.005258718103339698
10075_2023-07-13,0.05072472481335482
10080_2023-11-29,0.08312539661865034
10084_2023-08-22,0.26721407308335404
10085_2023-12-07,0.14733343827541778
1008_2023-12-20,0.10732858125412673
1009_2023-12-08,0.23542178864837893
10102_2023-12-20,0.10842878256973565
10103_2023-11-09,0.029274573205519194
10106_2023-12-28,0.09202770987496323
10110_2023-11-20,0.6527177722012811
10122_2023-07-18,0.42487562412572355
10124_2023-12-04,0.894925823834777
10126_2023-02-06,0.23679646857724526
10134_2023-01-17,0.5411453482571271
10145_2023-04-10,0.12738127338761185
10146_2023-09-25,0.07135037597028049
10149_2023-11-03,0.33209473105542187
10155_2023-12-13,0.508157690958544
10157_2023-02-22,0.21679635585516666
10159_2023-12-08,0.11493517450928906
1015_2023-02-01,0.019175473575541564
10162_2023-09-04,0.1148731330581332
10163_2023-02-27,0.042399005770505684
10168_2023-02-02,0.06399771540398898
10169_2023-11-01,0.24664036952233961
10173_2023-09-06,0.01565265000793182
10176_2023-03-29,0.7352553896325345
10179_2023-12-14,0.3040755565584369
1017_2023-12-11,0.12137079262014103
10184_2023-11-17,0.2888066428026433
10185_2023-04-07,0.1651902044985312
10186_2023-04-18,0.12452400090639425
10191_2023-12-14,0.13640086962335227
10192_2023-12-14,0.039248820789268675
10193_2023-11-09,0.02510874445674622
10196_2023-11-03,0.2953694138802848
10199_2023-11-10,0.791420230102347
10201_2023-11-03,0.051635449783116204
10205_2023-12-20,0.03520447469367192
10207_2023-12-20,0.36025533642751834
10210_2023-12-08,0.7548753206548084
10211_2023-11-28,0.03053736217016579
10213_2023-12-20,0.33039624155799996
10219_2023-11-09,0.8860531058687111
10231_2023-11-21,0.8781714770438104
10232_2023-04-27,0.24690707777893067
10235_2023-11-14,0.00022667010806842324
10237_2023-11-21,0.23512615605686654
1023_2023-03-13,0.9918003885121729
10241_2023-09-06,0.08022964943644
10242_2023-12-15,0.24917917593999087
10246_2023-12-23,0.17118685809524573
10250_2023-12-08,0.6352999198276614
10251_2023-08-07,0.5663925221736978
